first_air_date,id,name,origin_country,original_language,overview,poster_path,vote_average,genre_1,genre_2
2018-01-13,76121,DARLING in the FRANXX,['JP'],ja,"The story is set in the distant future. The land is ruined, and humanity establishes the mobile fort city Plantation. Pilots produced inside Plantation live in Mistilteinn, also know as the ""birdcage."" Children live there knowing nothing of the outside world or the freedom of the sky. Their lives consist of battling to carry out missions. Their enemies are mysterious giant lifeforms known as Kyouryuu, and the children pilot robots called Franxx to face off against them. For the children, riding the Franxx proves their existence.

A boy named Hiro is called Code:016, and he was once known as a prodigy. However, he has fallen behind, and his existence seems unnecessary. Not piloting a Franxx is the same as ceasing to exist. One day, a mysterious girl known as ""Zero Two"" appears before him. Two horns grow out of her head.",https://image.tmdb.org/t/p/original/oO5tir7lV4slZHTyhW8lTFrgyif.jpg,8.6,16,
1993-10-16,42573,Slam Dunk,['JP'],ja,"Sakuragi Hanamichi is a junior high punk used to getting into fights and being rejected by girls but upon entering high school he meets the girl of his dreams, Haruko Akagi. He will do anything in order to win her heart including joining the school basketball team that is aiming to conquer the nation lead by Haruko's brother. The problem is that Sakuragi has never played basketball before and a freshman sensation is stealing the spotlight and Haruko's affection from him.",https://image.tmdb.org/t/p/original/65Xo6gKpREqXpzliLx9PYqSQ4O.jpg,8.6,16,35
2019-08-18,82782,The Righteous Gemstones,['US'],en,"The story of a world-famous televangelist family with a history of deviance, greed and, yes, charitable work, all in the name of Jesus.",https://image.tmdb.org/t/p/original/lbkYq13TM6b2nM33fxQDVs210J0.jpg,7.3,35,
2017-02-19,66292,Big Little Lies,['US'],en,The tale of three mothers of first graders whose apparently perfect lives unravel to the point of murder.,https://image.tmdb.org/t/p/original/zxGkno93ExrTMsJVllH6mzQ652z.jpg,7.9,18,
2022-06-30,156898,"BASTARD‼ -Heavy Metal, Dark Fantasy-",['JP'],ja,"When evil forces threaten to resurrect Anthrasax, the God of Destruction, the Kingdom of Meta-llicana calls on a volatile dark wizard for help.",https://image.tmdb.org/t/p/original/l9JU3dlMumuRXxHilT6RSWQ5OT9.jpg,7.5,16,10759
1970-09-25,13941,The Partridge Family,['US'],en,The Partridge Family is an American television sitcom series about a widowed mother and her five children who embark on a music career.,https://image.tmdb.org/t/p/original/9NMfghSXtPjOOIpbS7oQPQlkMS4.jpg,6.7,35,10751
1959-10-04,13844,The Rebel,['US'],en,"The Rebel is a 76-episode American western television series starring Nick Adams that debuted on the ABC network from 1959 to 1961. The Rebel was one of the few Goodson-Todman Productions outside of their game show ventures. Beginning in December 2011, The Rebel reruns began to air Saturday mornings on Me-TV.",https://image.tmdb.org/t/p/original/5Qs3Bk38S65h5Tsi2EVZGHvSLIG.jpg,6.2,37,
2016-07-11,67676,The Disastrous Life of Saiki K.,['JP'],ja,"Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, Kusuo Saiki finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss.",https://image.tmdb.org/t/p/original/uxSb5N9S1vtUTeAyQQxiQ6CFGrc.jpg,8.4,16,35
2012-10-12,43775,Dog with a Blog,['US'],en,"Avery Jennings and Tyler James are step-siblings who are complete opposites. The family faces an even bigger adjustment when their new dog, Stan, can talk and also has a blog, unbeknownst to the family. Stan uses his blog to discuss the happenings in the Jennings-James household. Avery and Tyler later learn of Stan's talking ability and agree to keep it a secret from their parents.",https://image.tmdb.org/t/p/original/3MOm5Yxtm2h4c6ZtBVBhTTNpBn3.jpg,6.9,35,10751
2020-01-10,92685,The Owl House,['US'],en,"An animated fantasy-comedy series that follows Luz, a self-assured teenage girl who accidentally stumbles upon a portal to a magical world where she befriends a rebellious witch, Eda, and an adorably tiny warrior, King. Despite not having magical abilities, Luz pursues her dream of becoming a witch by serving as Eda's apprentice at the Owl House and ultimately finds a new family in an unlikely setting.",https://image.tmdb.org/t/p/original/zqjSex7DZn7p4dU7mMktdJ8zQV5.jpg,8.6,16,10765
2001-09-09,4613,Band of Brothers,['US'],en,"Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",https://image.tmdb.org/t/p/original/pGzV187ogXzgJrvPRy2YPi29ofH.jpg,8.5,18,10768
2020-12-09,112888,True Beauty,['KR'],ko,"Lim Ju-kyung is a high school student. Since she was little, she has had a complex about her appearance. To hide her bare face, Ju-kyung always wears make-up. Her excellent make-up skills make her pretty and she hides her bare face in front of others. She gets involved with 2 men; Lee Su-ho and Han Seo-jun.",https://image.tmdb.org/t/p/original/sld43SJArZqlnANJabq8R5wdOZk.jpg,8.5,35,18
2009-06-22,17518,Make It or Break It,['US'],en,"Set in the world of competitive gymnastics, the series follows a group of teen Olympic hopefuls as they train for their day in the spotlight.",https://image.tmdb.org/t/p/original/qT20SwKLFiHEeSwqrccLwLQYzHR.jpg,7.7,18,
2007-07-24,4920,Damages,['US'],en,"Damages is an American legal thriller television series created by the writing and production trio of Daniel Zelman and brothers Glenn and Todd A. Kessler. The plot revolves around the brilliant, ruthless lawyer Patty Hewes and her protégée, recent law school graduate Ellen Parsons. Each season features a major case that Hewes and her firm take on, while also examining a chapter of the complicated relationship between Ellen and Patty. The first two seasons center around the law firm Hewes & Associates. Later seasons center more on Patty and Ellen's relationship as Ellen begins to distance herself from Hewes & Associates and begins an independent career.",https://image.tmdb.org/t/p/original/bowEbW8Q3Oc02BvHBKTL5gWv9Nx.jpg,7.5,9648,18
1988-10-09,2344,My Secret Identity,"['US', 'CA']",en,"My Secret Identity was a Canadian television series starring Jerry O'Connell and Derek McGrath. Originally broadcast from October 9, 1988 – May 25, 1991 on CTV in Canada, the series also aired in syndication in the United States. The series won the 1989 International Emmy Award for Outstanding Achievement in Programming for Children and Young People.",https://image.tmdb.org/t/p/original/9yjDqSqb9zdD7TZzuXpytOgtqNA.jpg,7.1,10759,35
2002-03-22,4413,ChalkZone,['US'],en,"When anything is erased from a chalkboard, it’s not really gone – it just enters a realm called the Chalkzone. And fifth grader Rudy Tabootie found a way to go there! With a piece of “White Lightning” chalk, he can enter the Chalkzone any time he likes. In the Chalkzone, Rudy befriends Snap, a bold superhero Rudy drew years ago. But Rudy soon discovers not every doodle is friendly.",https://image.tmdb.org/t/p/original/xN4ytAAO39XPBOabAuQsZcWoBJu.jpg,7.0,16,10759
2012-03-31,45209,Space Brothers,['JP'],ja,"When they were young, the brothers Mutta and Hibito promised each other they would become astronauts. Now, in 2025, Hibito has followed his dream to become the first Japanese on the moon, but Mutta has just been fired from his job. His brother reminds him of their childhood promise, and Mutta decides once again to aim for space.",https://image.tmdb.org/t/p/original/3o6W53edDLWtYOE2fCLK3154mIV.jpg,8.1,16,18
2022-04-09,120089,SPY x FAMILY,['JP'],ja,"World peace is at stake and secret agent Twilight must undergo his most difficult mission yet—pretend to be a family man. Posing as a loving husband and father, he’ll infiltrate an elite school to get close to a high-profile politician. He has the perfect cover, except his wife’s a deadly assassin and neither knows each other’s identity. But someone does, his adopted daughter who’s a telepath!",https://image.tmdb.org/t/p/original/7NAvPYPAu7MeHwP8E9sn81PqsRh.jpg,8.6,16,35
,44337,Have I Got a Bit More News for You,['GB'],en,"Based on the week’s news and fronted by guest hosts, this extended version of the satirical news quiz features more of the stuff that wouldn't fit into the regular programme.",https://image.tmdb.org/t/p/original/aOZuKQ2uWRfZPzn61bnzQT5LhMR.jpg,6.4,10763,35
1969-09-17,6137,The Courtship of Eddie's Father,['US'],en,"The Courtship of Eddie's Father is an American television sitcom based on the 1963 movie of the same name, which was based on the book written by Mark Toby. It tells the story of a widower, Tom Corbett, who is a magazine publisher, and his son, Eddie, who believes his father should marry, and manipulates situations surrounding the women his father is interested in. ABC had acquired the rights to the story; the series debuted on September 17, 1969, and was last broadcast on March 1, 1972.

Bixby received an Emmy nomination for the show.",https://image.tmdb.org/t/p/original/t5sd3mdW6kJB3zpZP5HIoDOAG8x.jpg,5.7,35,10751
1999-04-29,1549,WWE SmackDown,['US'],en,"The superstars of World Wrestling Entertainment's ""SmackDown"" brand collide each and every Friday on WWE Friday Night SmackDown.",https://image.tmdb.org/t/p/original/hRB3HnC3dyPX542Tcu9SWw2T8gT.jpg,7.4,10764,
1957-01-03,13981,Whirlybirds,['US'],en,"Whirlybirds is a syndicated American drama/adventure television series, which aired for 111 episodes — broadcast from February 4, 1957, through January 18, 1960. It was produced by Desilu Studios .

The show centered around Chuck Martin (Kenneth Tobey) and Pete (P.T.) Moore (Craig Hill), owners of 'Whirlybirds, Inc', who flew their helicopter (N975B) between Longwood Field and anywhere where they could be of help to someone in trouble.",https://image.tmdb.org/t/p/original/2xHjaO7gct3K1PjaObe2t5ubf2b.jpg,5.3,10759,18
1972-01-14,2586,Sanford and Son,['US'],en,The misadventures of a cantankerous junk dealer and his frustrated son.,https://image.tmdb.org/t/p/original/zIGPWBFjfnOzqsMxZeQ4UmuPggQ.jpg,7.4,35,
1959-01-09,10952,Rawhide,['US'],en,The tale of trail boss Gil Favor and his trusty foreman Rowdy Yates as they drives cattle across the old west. Along the way they meet up with adventure and drama.,https://image.tmdb.org/t/p/original/lz5B4BoaOxNJuvjGe9LcS3GpBEK.jpg,7.0,37,99
1962-10-01,6744,The Merv Griffin Show,['US'],en,"The Merv Griffin Show is an American television talk show, starring Merv Griffin. The series ran from October 1, 1962 to March 29, 1963 on NBC, September 20, 1965 to August 15, 1969 in first-run syndication, from August 18, 1969 to February 11, 1972 at 11:30 PM ET weeknights on CBS and again in first-run syndication from February 14, 1972 to September 5, 1986.",https://image.tmdb.org/t/p/original/pF9rFdF6Gd4dNJ0Rh4mFsaFTi3m.jpg,5.2,10767,
2005-10-07,1941,GARO,['JP'],ja,"""Where there is light, shadows lurk and fear reigns. But by the blade of Knights, Mankind was given hope.""

The Makai fight a secret war against the demon forces known as Horrors, evil creatures that manifest themselves through darkness to devour Humanity. On the frontlines are the Makai Knights, given the task of watching over a district and eliminating any Horrors that manifest there.

GARO follows the tales of the Knights bearing the title of ‘Golden Knight Garo’, and their duty to vanquish the Horrors and protect Humanity from the darkness.",https://image.tmdb.org/t/p/original/3IBGi1F4oRlykR0k9beIwygn8YM.jpg,8.6,10759,10765
2014-10-09,61459,Parasyte -the maxim-,['JP'],ja,"A species of parasitic aliens descends on Earth and quickly infiltrates humanity by entering the brains of vulnerable targets; insatiable beings that gain total control of their host and are capable of transforming themselves to feed on unsuspecting prey. High school student Shinichi Izumi falls victim to one of these parasites, but the creature fails to take over his brain and ends up in his right hand.",https://image.tmdb.org/t/p/original/cXBfjZSdJelu2r0wKD7qCxS71kb.jpg,8.4,16,18
1978-02-08,3365,Grange Hill,['GB'],en,Children's drama series following the lives of students and teachers at Grange Hill comprehensive school.,https://image.tmdb.org/t/p/original/8SziJYek4dEumfweUY9GnnOtcJS.jpg,6.5,18,
2013-10-04,60728,Kill la Kill,['JP'],ja,"Honnouji Academy is forcefully ruled by the iron-fisted control of its student council and its president, Satsuki Kiryuuin. Transfer student, Ryuuko Matoi, arrives on campus carrying a giant sword, that is actually half of a scissor. She is looking for the woman who holds the other half of her sword who killed her father. It is said that Satsuki Kiryuuin knows the identity of the killer but when Ryuuko confronts her she is beaten by the student council and their powerful ""goku uniforms"" whom she cannot match in strength. However, once Ryuuko receives her own ""Kamui"" by the name of Senketsu , the odds are lifted in her favor.",https://image.tmdb.org/t/p/original/4F1WtP3dFIwLPOfa3u29VEVnNkf.jpg,8.3,10759,16
2014-09-26,61398,Terra Formars,['JP'],ja,"Twenty years ago, Shokichi Komachi was part of the Bugs 2 mission to Mars that discovered Terra Formars, human-cockroach hybrids that resulted from a terraforming accident. Shokichi was one of only two survivors. Now, the AE virus that came from Mars is raging wildly on earth. Shokichi boards the spacecraft Annex 1 to go back to Mars to find a sample in order to create a vaccine. They will face an unanticipated accident, a multinational conspiracy, and even more advanced Terra Formars.",https://image.tmdb.org/t/p/original/nZTpfSicZCwa1R6GXFFy8d2Ir8k.jpg,7.3,10759,16
1977-03-15,2686,Three's Company,['US'],en,"The three single roommates Janet Wood, Chrissy Snow and Jack Tripper all platonically share Apartment 201 in a Santa Monica, California apartment building owned by Mr. and Mrs. Roper.",https://image.tmdb.org/t/p/original/kvnolCAcN1yfPReVFIsxGceXdLS.jpg,7.9,35,
2021-07-03,121964,The Case Study of Vanitas,['JP'],ja,"In 19th-century Paris, young vampire Noé finds the Book of Vanitas in human hands. Calling himself Vanitas, this doctor wields its power and tempts Noé with a plan to “cure” all vampires. Allying with him may be dangerous, but does he have a choice?",https://image.tmdb.org/t/p/original/aiKu0vlOWvww2RKfM5hBOCwoVUo.jpg,8.4,16,9648
2002-09-18,2142,Fastlane,['US'],en,"Fastlane is an American action/crime drama series that was broadcast on Fox from September 18, 2002 to April 25, 2003.",https://image.tmdb.org/t/p/original/4ifuFAUqRrD8AwfQYy3yprqtzgf.jpg,6.6,10759,80
2012-04-14,33880,The Legend of Korra,['US'],en,"Avatar Korra, a headstrong, rebellious, feisty young woman who continually challenges and breaks with tradition, is on her quest to become a fully realized Avatar. In this story, the Avatar struggles to find balance within herself.",https://image.tmdb.org/t/p/original/dZgYvSfuh1YHDrJuILlVQ5oA2hF.jpg,8.3,10759,16
2002-09-14,652,"What's New, Scooby-Doo?",['US'],en,"Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve.",https://image.tmdb.org/t/p/original/7sX80eWq4XHvFGUmCg803iifUcG.jpg,7.9,16,10759
2014-07-08,60989,Married at First Sight,['US'],en,"The cart comes way before the horse in the reality series ""Married at First Sight."" Based on a hit Danish format, ""Married..."" features people who agree to participate in an extreme experiment: Each covenants legal marriage with a complete stranger. Specialists -- including a spiritualist, a relationship coach and a sociologist -- use scientific matchmaking methods to determine each couple, who will not have met or had contact with each other until the wedding day. The series then documents the relationships, including honeymoons and other relatable events of married life. After several weeks, each couple must decide whether to remain together or go their individual ways.",https://image.tmdb.org/t/p/original/tHPjrdKThgUwoQdJinPPoKqIuWQ.jpg,4.9,10764,
1998-04-05,3556,From the Earth to the Moon,['US'],en,"The story of the United States' space program, from its beginnings in 1961 to the final moon mission in 1972.",https://image.tmdb.org/t/p/original/sSnYvoVT2PYWJbF0aWdUFvLqKhR.jpg,8.2,10759,18
2017-01-13,65294,A Series of Unfortunate Events,['US'],en,"The orphaned Baudelaire children face trials, tribulations and the evil Count Olaf, all in their quest to uncover the secret of their parents' death.",https://image.tmdb.org/t/p/original/iOmtgcEwXy5q65UIDCgBTJpapWi.jpg,7.4,10759,10751
1993-09-11,531,Saved by the Bell: The New Class,['US'],en,"Saved by the Bell: The New Class is a spin-off of the Saved by the Bell series which ran from September 11, 1993 to January 8, 2000. The series lasted for seven seasons on NBC as a part of the network's TNBC Saturday morning line-up. It was the fourth incarnation of the franchise.

The show had the same concept as the original series but featured a new group of students now roaming the halls of the fictional Bayside High School. Mr. Belding, played by Dennis Haskins, remained as the school's principal. Many of the stories were recycled plots of its parent series. The first season cast included Robert Sutherland Telfer, Jonathan Angel, Isaac Lidsky, Natalia Cigliuti, Bianca Lawson, and Bonnie Russavage. Unlike the original series, which featured very few major cast changes throughout its run, The New Class regularly changed its core cast with Mr. Belding being the only constant factor.

The series was universally panned by critics and most fans of the original series and is one of the worst reviewed teen shows, but had a positive reception to new fans of the franchise.",https://image.tmdb.org/t/p/original/eq88yhvao0bzpPecjWjkVrevZ5P.jpg,5.7,10751,35
2017-01-11,69581,The Worst Witch,['GB'],en,"Mayhem and mishaps follow young witch Mildred Hubble wherever she goes. She just can't help it! But with her friends' help, Mildred always manages to avoid disaster just in time.",https://image.tmdb.org/t/p/original/fLhJKgPKeBsQaSe0i7VOnRQl37r.jpg,7.6,10762,9648
1963-09-29,3882,My Favorite Martian,['US'],en,"Newspaper reporter Tim O'Hara finds a crashed alien spaceship that contains one live alien. Not wanting to be discovered by the authorities, the Martian assumes the identity of Tim's Uncle Martin and begins to repair his spaceship so that he can return to Mars.",https://image.tmdb.org/t/p/original/nHHIF7mw7eDa78npsA3nqLqV2sf.jpg,5.9,10765,35
2000-04-26,5895,FLCL,"['JP', 'US']",ja,"Naota Nandaba is an ordinary sixth grader living in a city where nothing amazing ever seems to happen. After his brother Tasuku leaves town to play baseball in America, Naota takes it upon himself to look after everything Tasuku left behind—from his top bunk bed to his ex-girlfriend Mamimi Samejima, who hasn't stopped clinging to Naota since Tasuku left.",https://image.tmdb.org/t/p/original/FkgA8CcmiLJGVCRYRQ2g2UfVtF.jpg,8.1,16,35
1984-12-30,7208,Crazy like a Fox,['US'],en,"Crazy Like a Fox is an American television series set in San Francisco, California, that aired on CBS from December 30, 1984 to May 3, 1986.",https://image.tmdb.org/t/p/original/fRtScq8bpj9vlbRB4yq6eMiZLqp.jpg,7.1,35,18
2000-06-17,3200,Even Stevens,['US'],en,"The Stevens are a middle-class family living in Sacramento, CA. Husband and father Steve is a successful attorney. Wife and mother Eileen is a state Senator. Their oldest child Donnie ia a high-school sports legend. Ren, an 8th-grader, is just about the perfect daughter. She makes the best grades, she's popular, she does volunteer work and other extracurricular tasks by the score. Her brother Louis, in the 7th grade, is her opposite. He likes to sleep late, he's messy, his grades are not good, he's frequently in detention and he seems to take nothing seriously. But he is serious about finding something of his own that he can do to put himself on a par with the rest of his overachieving family. Though he and Ren occasionally soften their attitudes toward each other, at any given moment the're likely to be fighting like mongoose and cobra.",https://image.tmdb.org/t/p/original/6wdftSHL6EF8sevUFJSVOnEBOHT.jpg,7.2,35,
2003-09-26,2084,Miss Match,['US'],en,"Miss Match is a 2003 American television series created by Jeff Rake and Darren Star and produced by Twentieth Century Fox, Darren Star Productions and Imagine Entertainment. It aired in the U.S. on NBC, Australia on Network Seven, Arena and FOX8, and in the UK on Living, Channel 4 and is currently on E4. The series filmed at least 18 episodes but only 8 aired in the US. The entire series aired in both the UK & Canada.

Starring Alicia Silverstone and Ryan O'Neal, the show garnered poor ratings, which could have been due to its inability to compete in the Friday 8pm ET timeslot. It was based on the real-life story of Samantha Daniels.",https://image.tmdb.org/t/p/original/8T8UwddEe3LrgwxVhkUxmv8jfeE.jpg,6.6,18,35
1982-10-10,14951,Nature,['US'],en,"Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendours of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s.",https://image.tmdb.org/t/p/original/9kyp84Phe5W55zCimC40JZvKPLg.jpg,8.1,99,10751
2023-01-15,100088,The Last of Us,['US'],en,"Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",https://image.tmdb.org/t/p/original/uKvVjHNqB5VmOrdxqAt2F7J78ED.jpg,8.6,18,
2018-09-25,80748,FBI,['US'],en,"The New York office of the FBI brings to bear all their talents, intellect and technical expertise on major cases in order to keep their city and the country safe.",https://image.tmdb.org/t/p/original/cGLQRv3MLWGrHMhRGn1zsSa9n2i.jpg,8.0,80,10759
2010-07-11,33238,Running Man,['KR'],ko,"These days, variety entertainment is gradually disappearing. It is one of Korea's representative variety entertainment shows that has been in charge of Sunday evenings for over 10 years. In this program, many stars and members play games and missions together. It is characterized by going around several places. In particular, this program focuses solely on laughter among the many fun elements of entertainment.

Open your eyes! Big fun enters!

Open your mouth!  A big smile enters!

Open your mind! Instructive lesson enters!",https://image.tmdb.org/t/p/original/2Wmmu1MkqxJ48J7aySET9EKEjXz.jpg,8.3,35,10764
1991-04-26,3763,Dinosaurs,['US'],en,"Dinosaurs follows the life of a family of dinosaurs, living in a modern world. They have TV's, fridges, microwaves, and every modern convenience.",https://image.tmdb.org/t/p/original/rcD2grjO6xAerWLkSgpmGkGhnTH.jpg,7.8,10765,35
1956-09-25,13870,Broken Arrow,['US'],en,Broken Arrow is a Western series which ran on ABC-TV in prime time from 1956 through 1958 on Tuesdays at 9 p.m. Eastern time. Repeat episodes were shown by ABC on Sunday afternoons during the 1959–60 season. Selected repeats were then shown once again in prime time during the summer of 1960.,https://image.tmdb.org/t/p/original/eU764ETB9YzgWTPqkZCA0faPs5J.jpg,5.0,37,
2011-12-18,42316,Devon Ke Dev...Mahadev,['IO'],hi,"He is the supreme being and the destroyer of evil. Witness lord Shiva's story, his avatars, and a union that sha more.",https://image.tmdb.org/t/p/original/oMzXcYsUVIt6pQEODc6FRe8IBug.jpg,9.0,18,
1962-10-04,4333,The Saint,['GB'],en,"Simon Templar is The Saint, a handsome, sophisticated, debonair, modern-day Robin Hood who recovers ill-gotten wealth and redistributes it to those in need.",https://image.tmdb.org/t/p/original/zwNVpAJkE4Gu1jv922IH7GOQlen.jpg,7.2,10759,80
2018-10-12,75450,Titans,['US'],en,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,https://image.tmdb.org/t/p/original/8e6QiSexmYKaiHGPvbhaFMmQEhc.jpg,8.0,10759,10765
2016-02-14,65291,Stuck in the Middle,['US'],en,Harley is an engineering whiz who uses her inventions to navigate life as the middle child in a large family of seven kids.,https://image.tmdb.org/t/p/original/kjwCK7CPUFDn7mGedFM4DfM6nuh.jpg,7.7,35,10751
2013-01-14,63252,Amar es para siempre,['ES'],es,,https://image.tmdb.org/t/p/original/lwnQn72X1i1Wwxm2tdCKXmBj91g.jpg,4.7,18,
2010-03-02,21762,Parenthood,['US'],en,"The trials and tribulations of the very large, colorful and imperfect Braverman family.",https://image.tmdb.org/t/p/original/9KjKLJrrUI1sU9bNsQaQ5H8kTyY.jpg,7.3,18,
2003-04-06,10926,Sonic X,['JP'],ja,Sonic and his friends team up with 12 year old Christopher to collect all the Chaos Emeralds and defeat the evil Dr. Eggman.,https://image.tmdb.org/t/p/original/mudrU2unvo34g65WvCrFRz2GSpc.jpg,7.5,16,10759
2020-10-03,103254,Yashahime: Princess Half-Demon,['JP'],ja,"In feudal Japan, half-demon twins Towa and Setsuna are separated from each other during a forest fire. While desperately searching for her younger sister, Towa wanders into a mysterious tunnel that sends her into present-day Japan, where she is found and raised by Kagome Higurashi’s brother, Sota, and his family. Ten years later, the tunnel that connects the two eras has reopened, allowing Towa to be reunited with Setsuna, who is now a demon slayer working for Kohaku. But to Towa’s shock, Setsuna appears to have lost all memories of her older sister",https://image.tmdb.org/t/p/original/vfbBzqu5wU4qgbGlamEmBCHSU4t.jpg,8.4,16,10759
2004-10-18,1972,Battlestar Galactica,"['US', 'GB', 'CA']",en,"When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",https://image.tmdb.org/t/p/original/99PJSbcO2LeM10uOGWeFihNp77j.jpg,8.2,10765,10759
2001-11-03,2808,Totally Spies!,"['FR', 'US']",en,"Totally Spies! depicts three girlfriends 'with an attitude' who have to cope with their daily lives at high school as well as the unpredictable pressures of international espionage. They confront the most intimidating - and demented - of villains, each with their own special agenda for demonic, global rude behavior.",https://image.tmdb.org/t/p/original/zvEit6c2zC2PosXROb85jZwb0gx.jpg,7.2,16,10762
1989-09-22,2685,Family Matters,['US'],en,"A long-running dramedy centering on the Winslow family, a middle-class African American family living in Chicago, and their pesky next-door neighbor, ultra-nerd Steve Urkel. A spin-off of Perfect Strangers.",https://image.tmdb.org/t/p/original/lIIPV3te2mxBQBHw2rfhwkUYsHf.jpg,6.7,35,10751
2004-04-03,43232,Kyo Kara Maoh!,['JP'],ja,"Shibuya Yuuri, an ordinary high school boy got flushed in a toilet and he saw himself in another world. He was then declared as the 27th maou or the demon king of the Demon world by Gunter von Christ and Konrad Weller . When Yuuri now travels back to his new home (the castle), he meet up with Konrad's brothers. Wolfram von Biefield became Yuuri's fiancee when Yuuri slapped him for defending his mother's name. As a result, as the aristocrats tradition to propose a marriage, is by slapping one's left or right cheek with the back of your hand. By the time that Wolfram throw the knive and Yuuri picked it up, it means a battle between them. in their fight, Yuuri dodged Wolfram's majutsu and it hitted the girl just beside His Majesty. Yuuri got angry and turned into Maou, and punished Wolfram using his water majutsu. Yuuri fainted and when he came to senses after 3 days of sleeping, he did not remember anything that happened including using his powers.",https://image.tmdb.org/t/p/original/2ez4tj98hlSN7QUcneW7NCsOpNo.jpg,6.6,16,35
1988-12-01,27660,Legend of the Galactic Heroes,['JP'],ja,"For decades, the Galactic Empire has been locked in an interstellar war with the Free Planets Alliance, a conflict that involves thousands of spaceships and millions of soldiers on both sides. Two new commanders enter the conflict with great hopes: Imperial Admiral Reinhard von Lohengramm and the FPA's Yang Wen-Li. As they deal with superiors and subordinates, maneuver through complicated political arrangements, plot strategies, and win battles, each will be tested, and ultimately, changed, by the reality of war.",https://image.tmdb.org/t/p/original/j6amUPH88lc7cJf54MKZCf4a9NA.jpg,8.9,10765,16
2005-09-20,4662,Close to Home,['US'],en,Close to Home is an American crime drama television series co-produced by Warner Bros. Television and Jerry Bruckheimer Television for CBS.,https://image.tmdb.org/t/p/original/7z2od9wYYEY29YR1V4Qv9vzhegH.jpg,5.4,18,80
2010-07-05,37471,Nura: Rise of the Yokai Clan,['JP'],ja,"Rikuo Nura, is 3 parts human and a quarter Demon, lives in a house of spirits with his grandfather, The current clan head of the Nura youkai. Rikou is set to be the next clan head, despit the fact he dilikes his demon side. He soon come to terms with his demon blood and decides to take his position as young master of the Nura house. However there are those who will certainly not allow it to be easy.",https://image.tmdb.org/t/p/original/qHY5y8pQiIIJfXeko7t9JTqA32p.jpg,7.5,16,10765
2012-05-28,42307,The High Fructose Adventures of Annoying Orange,['US'],en,An American live-action/animated TV series based on the characters from the popular web series The Annoying Orange.,https://image.tmdb.org/t/p/original/9a07S3C2OUdiVMP5jRIKitFYhIM.jpg,6.6,10759,
1957-10-16,14412,Tombstone Territory,['US'],en,Tombstone Territory is an American Western series starring Pat Conway and Richard Eastham. The series' first two seasons aired on ABC from 1957 to 1959. The third and final season aired in syndication from 1959 until 1960.,https://image.tmdb.org/t/p/original/sqd4Z8UljfMvLYtdqszay1YtOCy.jpg,6.3,37,
2009-10-29,31497,The League,['US'],en,The League is an American sitcom and semi-improvised comedy about a about a fantasy football league and its members and their everyday lives.,https://image.tmdb.org/t/p/original/2l9lrTVG0BxU7zqsf5UQ1g4AbBH.jpg,7.3,35,
2008-07-01,5721,The Secret Life of the American Teenager,['US'],en,"Amy and her friends at Grant High learn to define themselves while they navigate the perilous waters of contemporary adolescence. Between their love triangles, secrets, drama, accusations, gossip, confusion, and scandalous rumors, there's never a dull moment.",https://image.tmdb.org/t/p/original/fWJ8YSIouXXDAWsbY0rDkOl29s2.jpg,7.2,18,35
2008-04-03,5857,Macross Frontier,['JP'],ja,A human space colony fleet is trying to find a habitable planet near the center of the Milky Way Galaxy. The story focuses on three young adults and the events that occur around them as the fleet faces a crisis of alien origin.,https://image.tmdb.org/t/p/original/tV4FhGyWbkGQO0zV8arsrgnYXyT.jpg,7.7,16,10759
2013-07-05,49471,Danganronpa: The Animation,['JP'],ja,"Being just a normal student without a special talent, Makoto Naegi wins a lottery to attend the prestigious Hope's Peak Academy where only the top prodigies attend. However, instead of this being the beginning of a wonderful high school life, it's a ticket to despair, because the only way to graduate from Hope's Peak Academy is to kill one of your fellow students or be one of their victims.",https://image.tmdb.org/t/p/original/2XKziwAUwPiOonJfSJxnEzFPNSU.jpg,7.8,10759,16
