first_air_date,id,name,origin_country,original_language,overview,poster_path,vote_average,genre_1,genre_2
1977-03-15,4382,Eight Is Enough,['US'],en,"Eight Is Enough is an American television comedy-drama series that ran on ABC from March 15, 1977, until August 29, 1981. The show was modeled after syndicated newspaper columnist Thomas Braden, a real-life parent with eight children, who wrote a book with the same name.",https://image.tmdb.org/t/p/original/grfzd62iFtkA68lRJCqMVZEVnSL.jpg,6.0,18,35
1988-10-09,4346,Freddy's Nightmares,['US'],en,"The evil, sinister killer of the ""Nightmare On Elm Street"" movies, Freddy Krueger, hosts this show, where each week, he shows us a tale of evil and death about the lives of people who live in Springwood.",https://image.tmdb.org/t/p/original/tISTXELQn3ZFC8mgBwEH77xKXkZ.jpg,7.2,9648,10765
2003-07-30,37584,Ikki Tousen,['JP'],ja,"In the Kanto region of Japan, seven high schools take place in a turf war for territorial supremacy: Nanyo Academy, Kyosho Academy, Seito Academy, Yoshu Academy, Rakuyo High School, Gogun High School, and Yoshu Private School. The fighters of each school bear the sacred jewels called magatama, which contains the essence of warriors from the Three Kingdoms era of Ancient China 1800 years ago, as well as their fates.",https://image.tmdb.org/t/p/original/6qGU5z7ImtIdC8jqohVCbicBFjN.jpg,6.3,16,10765
2009-07-19,21755,Pawn Stars,['US'],en,"Go inside the colorful world of the pawn business. At the Gold & Silver Pawn Shop on the outskirts of Las Vegas, generations of the Harrison family run the family business, and there’s clashing and camaraderie every step of the way.",https://image.tmdb.org/t/p/original/8GeBQWQOTu7yLwNfCV6iWyL8xNf.jpg,7.1,10764,
1995-01-11,2297,The Wayans Bros.,['US'],en,The Wayans Bros. is a situation comedy that aired from January 1995 to May 1999 on The WB. The series starred real-life brothers Shawn and Marlon Wayans. Both brothers were already well-known from the sketch comedy show In Living Color that aired from 1990 to 1994 on Fox. The series also starred John Witherspoon and Anna Maria Horsford.,https://image.tmdb.org/t/p/original/xmbV7HcX9hXvxSvd6WJDBg6GHtr.jpg,7.1,35,
2016-06-10,66558,Voltron: Legendary Defender,['US'],en,Five unlikely teenage heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.,https://image.tmdb.org/t/p/original/uoqfxbyDILRYwi0CP4yRqVCQkPW.jpg,7.3,10759,16
2020-07-09,93816,Great Pretender,['JP'],ja,"Supposedly Japan’s greatest swindler, Makoto Edamura gets more than he bargained for when he tries to con Laurent Thierry, a real world-class crook.",https://image.tmdb.org/t/p/original/Ang6RR0n5a49lEsKRqQrmGyDekF.jpg,7.6,16,18
1999-07-26,6521,Undressed,"['US', 'CA']",en,MTV peek behind closed doors at the intricacies of modern relationships. Each episode features three different fictional stories and follows various characters to see what happened during their most intimate moments. No subject is too taboo.,https://image.tmdb.org/t/p/original/x4e3eXjwsBrKZ4wC1GUEB3iiX85.jpg,7.8,18,35
2005-07-20,3976,So You Think You Can Dance,['US'],en,"Dancers selected in open auditions across America take part in a rigorous competition designed to best display their talents, training and personalities to a panel of judges and viewers as they strive to win votes and avoid elimination.",https://image.tmdb.org/t/p/original/e4JAJ3UGBmAshXQG69uH9AgnZkp.jpg,7.1,10764,
2000-10-03,42705,Fighting Spirit,['JP'],ja,"Makunouchi Ippo is an ordinary high school student in Japan. Since he spends most of his time away from school helping his mother run the family business, he doesn't get to enjoy his younger years like most teenagers. Always a target for bullying at school (the family fishing business grants him a distinct odor), Ippo's life is one of hardship. One of these after-school bullying sessions turns Ippo's life around for the better, as he is saved by a boxer named Takamura. He decides to follow in Takamura's footsteps and train to become a boxer, giving his life direction and purpose. Ippo's path to perfecting his pugilistic prowess is just beginning...",https://image.tmdb.org/t/p/original/i3U3J2MWovIBZBnZYYiOLBXqNJZ.jpg,8.6,16,35
2015-09-21,65763,New Looney Tunes,['US'],en,"Wabbit is an animated series starring Bugs Bunny. The series features many other Looney Tunes characters including Wile E. Coyote, Yosemite Sam, and the Tasmanian Devil.",https://image.tmdb.org/t/p/original/prMr01vuNZc42SAuaa1Kzyh9iyd.jpg,7.1,16,35
1984-09-15,4237,Snorks,"['BE', 'US']",en,"The Snorks is an animated television series produced by Hanna-Barbera which ran on NBC from September 15, 1984, to May 13, 1989. Although not as popular as the animated series The Smurfs, the program continued to be available in syndication from 1986 to 1989 as part of The Funtastic World of Hanna-Barbera's 3rd season, on USA Network in the late-1980s and early-1990s, on the BBC in the late 1990s, and from 2009–2011 and again from 2012–Present on Boomerang.",https://image.tmdb.org/t/p/original/rQmrzG1US6nvVRdW4dYHIXd7NQy.jpg,6.3,10751,16
1993-09-18,3320,Biker Mice from Mars,['US'],en,"Biker Mice from Mars is a science fiction action animated series created by Rick Ungar that began airing in 1993 in the United States and lasted for three seasons before it was cancelled. It follows three anthropomorphic mice motorcyclists named Throttle, Modo, and Vinnie who escape a war on their home planet Mars before arriving to defend the Earth from the evil that destroyed their homeland and to one day return to Mars. The mice's signature weapons consist of a cestus and a laser, a bionic arm, and flares. Despite the frequent battles, no blood is shown, no firearms are used and many villains are monsters, aliens, and robots. These elements allowed the show to still be considered suitable for children.",https://image.tmdb.org/t/p/original/gBnbkQ7t6Ctri0A4nKDYWqIVF3f.jpg,6.4,10762,16
1997-10-08,35935,Berserk,['JP'],ja,"Guts, a man who calls himself ""The Black Swordsman"", looks back upon his days serving as a member of a group of mercenaries. Led by an ambitious, ruthless, and intelligent man named Griffith, together they battle their way into the royal court, and are forced into a fate that changes their lives.",https://image.tmdb.org/t/p/original/zreH0OvbIy9djnV7LOq84UUqTJV.jpg,8.5,10759,10765
2005-03-25,1453,Krypto the Superdog,"['CA', 'US']",en,"Krypto, the Superdog, chronicles the comedic canine adventures of Metropolis' day-saving superdog from Planet Krypton. Krypto jettisons to Earth after traveling across the galaxies as a test-pilot puppy aboard a malfunctioning rocket ship built by Superman's father. Landing astray on unfamiliar terrain, the fully-grown Krypto swiftly seeks out companionship on Earth and flips over Kevin Whitney, a young boy who too longs for friendship. With an amazing array of super hero powers, ranging from heat vision to super strength to flying, Krypto partners with best pal Kevin to fight evil forces that threaten the safety and well-being of the people and animals of Metropolis.",https://image.tmdb.org/t/p/original/m8LWz1la11wCZ4TuXcDmzmsEQxd.jpg,6.7,16,
2003-04-06,35894,Zatch Bell!,['JP'],ja,"Takamine Kiyomaro, a depressed don't-care-about-the-world guy, was suddenly given a little demon named Zatch Bell to take care of. Little does he know that Zatch is embroiled in an intense fight to see who is the ruler of the demon world.",https://image.tmdb.org/t/p/original/cBcHLTG8UgtKi1i1iN0XVcRAB78.jpg,8.5,16,35
1990-05-01,2272,The Upper Hand,['GB'],en,"The Upper Hand is a British television sitcom, produced by Central Independent Television and Columbia Pictures Television and broadcast by ITV from 1990 to 1996. The programme was adapted from the American sitcom Who's the Boss?.

As in the former series, an affluent single woman, raising a son with the help of her mother, hires a housekeeper only to have a man apply for the job.",https://image.tmdb.org/t/p/original/dYEegY5rwMr2qXy3y9MyRUS2P8V.jpg,8.0,35,
2001-08-10,2723,Samurai Jack,['US'],en,"A great warrior is displaced to the distant future by the evil shape-shifting wizard Aku. The world has become a bleak place under the rule of Aku, segregated into fantastic tribes and ruled by Aku's evil robot warlords. Jack travels this foreign landscape in search of a time portal that can return him to his home time so he can ""undo the future that is Aku!"".",https://image.tmdb.org/t/p/original/ddZ7Q2WZ0xAHkVXYvcEgNGFgVkw.jpg,8.5,10765,10759
1968-09-25,10515,Here Come the Brides,['US'],en,"Here Come the Brides is an American comedy Western series from Screen Gems that aired on the ABC television network from September 25, 1968 to April 3, 1970. The series was loosely based upon the Mercer Girls, Asa Mercer's efforts to bring civilization to old Seattle by importing marriageable women from the east coast of the United States in the 1860s, where the ravages of the American Civil War left towns short of men.",https://image.tmdb.org/t/p/original/PySJZ1Vng1lyEb6n97ZuFALzjh.jpg,6.9,37,
2011-09-26,39279,Hart of Dixie,['US'],en,"New Yorker Zoe Hart has it all figured out - after graduating top of her class from medical school, she'll follow in her father's footsteps and become a cardio-thoracic surgeon. But when her dreams fall apart, Zoe decides to work at a small practice in Bluebell, Alabama.",https://image.tmdb.org/t/p/original/xOwH2ZUtdzqeat5RhiD3oes2ASx.jpg,7.4,35,18
2003-09-11,1554,QI,['GB'],en,"Comedy quiz show full of quirky facts, in which contestants are rewarded more if their answers are 'quite interesting'.",https://image.tmdb.org/t/p/original/hieAAv1MVYzRuX12ttVmlq7kGn9.jpg,7.9,35,10767
1995-10-23,966,Hollyoaks,['GB'],en,"The daily soap that follows the loves, lives and misdemeanours of a group of people living in the Chester village of Hollyoaks where anything could, and frequently does, happen...",https://image.tmdb.org/t/p/original/5sbMgcbpzZn8aKETeanrKDANzdM.jpg,5.2,10766,
1965-09-15,11577,The Big Valley,"['US', 'FR']",en,"The Big Valley is an American western television series which ran on ABC from September 15, 1965, to May 19, 1969. The show stars Barbara Stanwyck, as the widow of a wealthy nineteenth century California rancher. It was created by A.I. Bezzerides and Louis F. Edelman, and produced by Levy-Gardner-Laven for Four Star Television.",https://image.tmdb.org/t/p/original/5J323H8Dl0dX6IEsMXhaxcLIQW5.jpg,5.9,37,18
1984-09-30,1386,Tales from the Darkside,['US'],en,"Tales from the Darkside is an anthology horror TV series created by George A. Romero, each episode was an individual short story that ended with a plot twist. The series' episodes spanned the genres of horror, science fiction, and fantasy, and some episodes featured elements of black comedy or more lighthearted themes.",https://image.tmdb.org/t/p/original/8CCkgS7ekrLGLOkvjBPdMOZqGRZ.jpg,7.2,18,10765
2014-09-13,61854,"Nicky, Ricky, Dicky & Dawn",['US'],en,The story of a 10-year-old girl Dawn Haley whose sibling rivalry with her three brothers is heightened by the fact that they are quadruplets.,https://image.tmdb.org/t/p/original/nBkA2uXAaySBmlrinn5KroFZn94.jpg,7.0,10751,10762
2016-12-23,68267,Trollhunters: Tales of Arcadia,['US'],en,"After uncovering a mysterious amulet, an average teen assumes an unlikely destiny and sets out to save two worlds.",https://image.tmdb.org/t/p/original/9VZmMzINVdO3ZYGsKItU39pNO2l.jpg,8.5,10751,16
1989-06-10,2391,Tales from the Crypt,['US'],en,"Cadaverous scream legend the Crypt Keeper is your macabre host for these forays of fright and fun based on the classic E.C. Comics tales from back in the day. So shamble up to the bar and pick your poison. Will it be an insane Santa on a personal slay ride? Honeymooners out to fulfill the ""til death do we part"" vow ASAP?",https://image.tmdb.org/t/p/original/sEQmw4B2eaPWGMlpvbRuzEn2QP4.jpg,8.0,35,9648
1961-10-03,2132,The Dick Van Dyke Show,['US'],en,"The Dick Van Dyke Show centers around the work and home life of television comedy writer Rob Petrie. The plots generally revolve around problems at work, where Rob got into various comedic jams with fellow writers Buddy Sorrell, Sally Rogers and producer Mel Cooley.",https://image.tmdb.org/t/p/original/sAPTSCOVJO5zqoP9Et54jfiI70U.jpg,7.4,35,
2014-01-11,62640,Nisekoi,['JP'],ja,"Nisekoi follows high school students Raku Ichijo, the son of a leader in the yakuza faction Shuei-Gumi, and Chitoge Kirisaki, the daughter of a boss in a rival gang known as Beehive. They unexpectedly meet when Chitoge hops a wall and knees Raku in the face. After she runs off, Raku realizes he has lost his locket which was given to him by his childhood sweetheart with whom he made a secret promise. After discovering Chitoge is a new transfer student in his class, he forces her to help him look for the locket. During the search, they begin to dislike each other.[8]

Upon returning home, Raku learns that the Shuei-Gumi and Beehive gangs have agreed to settle their feud by pairing their leaders' children. Raku learns that his girlfriend-to-be is none other than Chitoge. For the next three years, they must pretend to be in a relationship to maintain peace between the gangs. This turns out to be quite a challenging task, not only because of their hatred for one another, but also because Raku has a crush on another schoolmate, Kosaki Onodera, whom he secretly wishes was the girl who bears the key to his locket. Various developments complicate the situation, including Chitoge's over-protective bodyguard, a female hitman, a girl who claims to be Raku's fiancée, and the existence of multiple keys.",https://image.tmdb.org/t/p/original/x15LnCbRgRlZFnq2kQdbW9tlheZ.jpg,8.3,16,35
